"","SampleID","Type","Name","Code","ReplicateSet","Year","Month","Day","Date","NewLat","NewLon","Marker","Taxon","RawVertReadsPerSample","RawReads","RawPropReads","CorrectedReads","CorrectedPropReads","VolFil","ABL_Sample_Type","DNAConc","Run","Ct1","Ct2","Ct3","CtMean","CtSD","Quant1","Quant2","Quant3","QuantMean","Result","Notes","WPT","MaxFlow","maxPSI","Verified","StartTime","EndTime","TimeAtSite","River.Width","MeanDepth","MeanFlow","WaterTemp","mmHg","kPa","DO.","DOmg.L","C.us..cm","pH.mV","pH","ORP.mV","Chlorine","Alkalinity","CC.","WC","FullTrans","SampleNotes","SiteNotes","Depth1","Depth2","Depth3","Depth4","Depth5","Depth6","Depth7","Depth8","Depth9","Depth10","Depth11","Depth12","Depth13","Depth14","Depth15","Depth16","Depth17","Depth18","Depth19","Depth20","FlowDist.ft","SurfaceFlow1.sec","SurflaceFlow2.sec","SurfaceFlow3.sec","Flow1","Flow2","Flow3","Flow4","Flow5","Flow6","Flow7","Flow8","Flow9","Flow10","Flow11","Flow12","Flow13","Flow14","Flow15","Flow16","Flow17","Flow18","Flow19","Flow20"
"247","FRA21-L3","Left","Fraser River","FRA",4,"2021","August","29","8/29/2021",56.62572,-62.37161,"MIFISHU","Salvelinus alpinus",390903,390224,"0.9983",390216,"0.9982","1.02","Sample",2446,"APC0235 Arctic charr qPCR 04","33.297","34.177","33.555",33.677,0.453,14.014,7.64,11.726,11.1266666666667,"Detected","","319",NA,NA,NA,NA,NA,NA,28.5,0.1,0.1,14.5,NA,101.9,"129.1",12.9,52.6,-24.2,7.3,134,NA,NA,NA,NA,"N","5 char swam by when sampling","Main channel about 20m, too deep. Max depth ~1.5m, dpeth/flow 1 - edge of main channel",0.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","FRMC","Center","Farmer's Brook","FRM",3,"2020","August","21","8/21/2020",47.664951,-58.50142,"FISHE","Salvelinus alpinus",742,1,"0.001348",0,"0","1.01","Sample",5871,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 2 replicates: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.2,0.3,0.8,20.5,757.1,NA,"82.8",7.5,16.9,84.2,NA,224.5,NA,NA,NA,NA,"Y",NA,"Eels very present.",0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.6,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1,1,0.2,1.7,1.9,0.5,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","FRMC","Center","Farmer's Brook","FRM",3,"2020","August","21","8/21/2020",47.664951,-58.50142,"MIFISHU","Salvelinus alpinus",601198,2,"3.327e-06",2,"3.327e-06","1.01","Sample",5871,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 2 replicates: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.2,0.3,0.8,20.5,757.1,NA,"82.8",7.5,16.9,84.2,NA,224.5,NA,NA,NA,NA,"Y",NA,"Eels very present.",0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.6,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1,1,0.2,1.7,1.9,0.5,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","FRML","Left","Farmer's Brook","FRM",2,"2020","August","21","8/21/2020",47.664949,-58.501499,"FISHE","Salvelinus alpinus",168,0,"0",0,"0","1.02","Sample",3153,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 2 replicates: the first run had all 3 replicates = not detected",NA,NA,NA,NA,NA,NA,NA,20.2,0.3,0.8,20.5,757.1,NA,"82.8",7.5,16.9,84.2,NA,224.5,NA,NA,NA,NA,"Y",NA,"Eels very present.",0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.6,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1,1,0.2,1.7,1.9,0.5,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","FRML","Left","Farmer's Brook","FRM",2,"2020","August","21","8/21/2020",47.664949,-58.501499,"MIFISHU","Salvelinus alpinus",600942,4,"6.656e-06",3,"4.992e-06","1.02","Sample",3153,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 2 replicates: the first run had all 3 replicates = not detected",NA,NA,NA,NA,NA,NA,NA,20.2,0.3,0.8,20.5,757.1,NA,"82.8",7.5,16.9,84.2,NA,224.5,NA,NA,NA,NA,"Y",NA,"Eels very present.",0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.6,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1,1,0.2,1.7,1.9,0.5,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","FRMR","Right","Farmer's Brook","FRM",4,"2020","August","21","8/21/2020",47.664936,-58.501327,"FISHE","Salvelinus alpinus",465,0,"0",0,"0","1","Sample",4562,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.2,0.3,0.8,20.5,757.1,NA,"82.8",7.5,16.9,84.2,NA,224.5,NA,NA,NA,NA,"Y",NA,"Eels very present.",0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.6,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1,1,0.2,1.7,1.9,0.5,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","FRMR","Right","Farmer's Brook","FRM",4,"2020","August","21","8/21/2020",47.664936,-58.501327,"MIFISHU","Salvelinus alpinus",602904,2,"3.317e-06",2,"3.317e-06","1","Sample",4562,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.2,0.3,0.8,20.5,757.1,NA,"82.8",7.5,16.9,84.2,NA,224.5,NA,NA,NA,NA,"Y",NA,"Eels very present.",0.3,0.4,0.4,0.3,0.2,0.2,0.5,0.6,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.7,1,1,0.2,1.7,1.9,0.5,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","GARC","Center","Garnish ","GAR",3,"2020","August","27","8/27/2020",47.220057,-55.33489,"FISHE","Salvelinus alpinus",960,0,"0",0,"0","0.98","Sample",5392,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51.2,0.3,0.2,17.7,749.2,NA,"83.5",8,34.7,-6.7,NA,161.7,NA,NA,NA,NA,"Y","Eels present","Eels present",0.1,0.2,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","GARC","Center","Garnish ","GAR",3,"2020","August","27","8/27/2020",47.220057,-55.33489,"MIFISHU","Salvelinus alpinus",878589,0,"0",0,"0","0.98","Sample",5392,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51.2,0.3,0.2,17.7,749.2,NA,"83.5",8,34.7,-6.7,NA,161.7,NA,NA,NA,NA,"Y","Eels present","Eels present",0.1,0.2,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","GARL","Left","Garnish ","GAR",2,"2020","August","27","8/27/2020",47.220163,-55.334754,"FISHE","Salvelinus alpinus",1084,0,"0",0,"0","0.98","Sample",4767,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51.2,0.3,0.2,17.7,749.2,NA,"83.5",8,34.7,-6.7,NA,161.7,NA,NA,NA,NA,"Y","Eels present","Eels present",0.1,0.2,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","GARL","Left","Garnish ","GAR",2,"2020","August","27","8/27/2020",47.220163,-55.334754,"MIFISHU","Salvelinus alpinus",1557655,1,"6.42e-07",0,"0","0.98","Sample",4767,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51.2,0.3,0.2,17.7,749.2,NA,"83.5",8,34.7,-6.7,NA,161.7,NA,NA,NA,NA,"Y","Eels present","Eels present",0.1,0.2,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","GARR","Right","Garnish ","GAR",4,"2020","August","27","8/27/2020",47.219957,-55.334988,"FISHE","Salvelinus alpinus",543,0,"0",0,"0","0.78","Sample",4949,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51.2,0.3,0.2,17.7,749.2,NA,"83.5",8,34.7,-6.7,NA,161.7,NA,NA,NA,NA,"Y","Eels present","Eels present",0.1,0.2,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","GARR","Right","Garnish ","GAR",4,"2020","August","27","8/27/2020",47.219957,-55.334988,"MIFISHU","Salvelinus alpinus",700642,1,"1.427e-06",0,"0","0.78","Sample",4949,"APC0235 Arctic charr qPCR 02","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,51.2,0.3,0.2,17.7,749.2,NA,"83.5",8,34.7,-6.7,NA,161.7,NA,NA,NA,NA,"Y","Eels present","Eels present",0.1,0.2,0.4,0.4,0.5,0.4,0.4,0.3,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.3,0.4,0.3,0.4,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","GBKC","Center","Garia Brook","GBK",3,"2020","August","17","8/17/2020",47.748413,-58.527114,"FISHE","Salvelinus alpinus",47810,0,"0",0,"0","0.95","Sample",1351,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.3,0.3,0.4,18.3,760.4,NA,"86.3",8.1,25,-16,NA,125,NA,NA,NA,NA,"Y",NA,NA,0.6,0.2,0.5,0.3,0.2,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,0.7,0.8,0.3,0.2,0.4,0.4,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","GBKC","Center","Garia Brook","GBK",3,"2020","August","17","8/17/2020",47.748413,-58.527114,"MIFISHU","Salvelinus alpinus",1304613,7,"5.366e-06",3,"2.3e-06","0.95","Sample",1351,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.3,0.3,0.4,18.3,760.4,NA,"86.3",8.1,25,-16,NA,125,NA,NA,NA,NA,"Y",NA,NA,0.6,0.2,0.5,0.3,0.2,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,0.7,0.8,0.3,0.2,0.4,0.4,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","GBKL","Left","Garia Brook","GBK",2,"2020","August","17","8/17/2020",47.748455,-58.527191,"FISHE","Salvelinus alpinus",40856,0,"0",0,"0","0.99","Sample",1291,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.3,0.3,0.4,18.3,760.4,NA,"86.3",8.1,25,-16,NA,125,NA,NA,NA,NA,"Y",NA,NA,0.6,0.2,0.5,0.3,0.2,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,0.7,0.8,0.3,0.2,0.4,0.4,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","GBKL","Left","Garia Brook","GBK",2,"2020","August","17","8/17/2020",47.748455,-58.527191,"MIFISHU","Salvelinus alpinus",1230296,6,"4.877e-06",0,"0","0.99","Sample",1291,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.3,0.3,0.4,18.3,760.4,NA,"86.3",8.1,25,-16,NA,125,NA,NA,NA,NA,"Y",NA,NA,0.6,0.2,0.5,0.3,0.2,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,0.7,0.8,0.3,0.2,0.4,0.4,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","GBKR","Right","Garia Brook","GBK",4,"2020","August","17","8/17/2020",47.748376,-58.527018,"FISHE","Salvelinus alpinus",5245,0,"0",0,"0","1.03","Sample",1337,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.3,0.3,0.4,18.3,760.4,NA,"86.3",8.1,25,-16,NA,125,NA,NA,NA,NA,"Y",NA,NA,0.6,0.2,0.5,0.3,0.2,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,0.7,0.8,0.3,0.2,0.4,0.4,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","GBKR","Right","Garia Brook","GBK",4,"2020","August","17","8/17/2020",47.748376,-58.527018,"MIFISHU","Salvelinus alpinus",1206309,5,"4.145e-06",0,"0","1.03","Sample",1337,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 1 replicate: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,20.3,0.3,0.4,18.3,760.4,NA,"86.3",8.1,25,-16,NA,125,NA,NA,NA,NA,"Y",NA,NA,0.6,0.2,0.5,0.3,0.2,0.4,0.4,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,0.7,0.8,0.3,0.2,0.4,0.4,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","GBRC","Center","Grand Bay","GBR",3,"2020","August","18","8/18/2020",47.610301,-59.145446,"FISHE","Salvelinus alpinus",2,0,"0",0,"0","0.77","Sample",NA,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","same result both runs",NA,NA,NA,0,NA,NA,NA,45.8,0.2,0.2,17.3,754.9,NA,"86.5",8.2,28.3,-16.4,NA,217.6,NA,NA,NA,NA,"Y",NA,"High water after heavy rain on the 18th. Eels present. Island in river, left side 14.2m, right side 31.6m.",0.1,0.2,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","GBRC","Center","Grand Bay","GBR",3,"2020","August","18","8/18/2020",47.610301,-59.145446,"MIFISHU","Salvelinus alpinus",2,0,"0",0,"0","0.77","Sample",NA,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","same result both runs",NA,NA,NA,0,NA,NA,NA,45.8,0.2,0.2,17.3,754.9,NA,"86.5",8.2,28.3,-16.4,NA,217.6,NA,NA,NA,NA,"Y",NA,"High water after heavy rain on the 18th. Eels present. Island in river, left side 14.2m, right side 31.6m.",0.1,0.2,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","GBRL","Left","Grand Bay","GBR",2,"2020","August","18","8/18/2020",47.610307,-59.145997,"FISHE","Salvelinus alpinus",1275,0,"0",0,"0","0.97","Sample",2791,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 2 replicates: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,45.8,0.2,0.2,17.3,754.9,NA,"86.5",8.2,28.3,-16.4,NA,217.6,NA,NA,NA,NA,"Y",NA,"High water after heavy rain on the 18th. Eels present. Island in river, left side 14.2m, right side 31.6m.",0.1,0.2,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","GBRL","Left","Grand Bay","GBR",2,"2020","August","18","8/18/2020",47.610307,-59.145997,"MIFISHU","Salvelinus alpinus",1031673,3,"2.908e-06",0,"0","0.97","Sample",2791,"APC0235 Arctic charr qPCR 01B","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","The R2 run had only enough DNA for 2 replicates: the first run had all 3 replicates = not detected",NA,NA,NA,1,NA,NA,NA,45.8,0.2,0.2,17.3,754.9,NA,"86.5",8.2,28.3,-16.4,NA,217.6,NA,NA,NA,NA,"Y",NA,"High water after heavy rain on the 18th. Eels present. Island in river, left side 14.2m, right side 31.6m.",0.1,0.2,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","GBRR","Right","Grand Bay","GBR",4,"2020","August","18","8/18/2020",47.610015,-59.145328,"FISHE","Salvelinus alpinus",455,3,"0.006593",0,"0","0.78","Sample",844,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","same result both runs",NA,NA,NA,NA,NA,NA,NA,45.8,0.2,0.2,17.3,754.9,NA,"86.5",8.2,28.3,-16.4,NA,217.6,NA,NA,NA,NA,"Y",NA,"High water after heavy rain on the 18th. Eels present. Island in river, left side 14.2m, right side 31.6m.",0.1,0.2,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","GBRR","Right","Grand Bay","GBR",4,"2020","August","18","8/18/2020",47.610015,-59.145328,"MIFISHU","Salvelinus alpinus",1300975,9,"6.918e-06",2,"1.537e-06","0.78","Sample",844,"APC0235 Arctic charr qPCR 01 R2","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","same result both runs",NA,NA,NA,NA,NA,NA,NA,45.8,0.2,0.2,17.3,754.9,NA,"86.5",8.2,28.3,-16.4,NA,217.6,NA,NA,NA,NA,"Y",NA,"High water after heavy rain on the 18th. Eels present. Island in river, left side 14.2m, right side 31.6m.",0.1,0.2,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","GBWC","Center","Great Barasway River","GBW",3,"2020","September","4","9/4/2020",47.126782,-54.063669,"FISHE","Salvelinus alpinus",1108,0,"0",0,"0","1.05","Sample",866,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,30.7,0.1,0.5,17.7,761,NA,"84",8,40.8,-26.2,NA,161.7,NA,NA,NA,NA,"Y",NA,NA,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0.2,0.5,0.5,0.4,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","GBWC","Center","Great Barasway River","GBW",3,"2020","September","4","9/4/2020",47.126782,-54.063669,"MIFISHU","Salvelinus alpinus",741268,0,"0",0,"0","1.05","Sample",866,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,30.7,0.1,0.5,17.7,761,NA,"84",8,40.8,-26.2,NA,161.7,NA,NA,NA,NA,"Y",NA,NA,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0.2,0.5,0.5,0.4,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","GBWL","Left","Great Barasway River","GBW",2,"2020","September","4","9/4/2020",47.126902,-54.063614,"FISHE","Salvelinus alpinus",3166,0,"0",0,"0","1","Sample",1040,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,30.7,0.1,0.5,17.7,761,NA,"84",8,40.8,-26.2,NA,161.7,NA,NA,NA,NA,"Y",NA,NA,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0.2,0.5,0.5,0.4,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","GBWL","Left","Great Barasway River","GBW",2,"2020","September","4","9/4/2020",47.126902,-54.063614,"MIFISHU","Salvelinus alpinus",868082,1,"1.152e-06",0,"0","1","Sample",1040,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,30.7,0.1,0.5,17.7,761,NA,"84",8,40.8,-26.2,NA,161.7,NA,NA,NA,NA,"Y",NA,NA,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0.2,0.5,0.5,0.4,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","GBWR","Right","Great Barasway River","GBW",4,"2020","September","4","9/4/2020",47.126415,-54.063917,"FISHE","Salvelinus alpinus",4792,0,"0",0,"0","0.99","Sample",980,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,30.7,0.1,0.5,17.7,761,NA,"84",8,40.8,-26.2,NA,161.7,NA,NA,NA,NA,"Y",NA,NA,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0.2,0.5,0.5,0.4,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","GBWR","Right","Great Barasway River","GBW",4,"2020","September","4","9/4/2020",47.126415,-54.063917,"MIFISHU","Salvelinus alpinus",299089,0,"0",0,"0","0.99","Sample",980,"APC0235 Arctic charr qPCR 03","Undetermined","Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Not Detected","",NA,NA,NA,1,NA,NA,NA,30.7,0.1,0.5,17.7,761,NA,"84",8,40.8,-26.2,NA,161.7,NA,NA,NA,NA,"Y",NA,NA,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.9,0.2,0.5,0.5,0.4,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","GLPC","Center","Grand Le Pierre","GLP",3,"2020","September","8","9/8/2020",47.693872,-54.778964,"FISHE","Salvelinus alpinus",2763,0,"0",0,"0","1","Sample",4466,"APC0235 Arctic charr qPCR 03","35.811","34.677","35.621",35.37,0.608,3.817,8.046,4.323,5.39533333333333,"Detected","",NA,NA,NA,1,NA,NA,NA,13.2,0.1,0.6,14.8,771.6,NA,"84.7",8.6,17.3,25.6,NA,162.2,NA,NA,NA,NA,"Y",NA,NA,0.1,0.1,0.1,0.1,0.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.4,1,0.9,0.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
